State,Senator_x,First Name_x,Last Name,Official Senator Twitter Id,Senate Staff Twitter Id,Campaign/Other ID,Facebook (WIP),address,bioguide_id,class,email,First Name_y,leadership_position,member_full,party,phone,state,website,Senator_y,Abr.,Capital,Screen Name,Preferred Name,Image,Time,Description,Link,Text,Verified?,account_type,DateTime,Date,Address
New Hampshire,Jeanne Shaheen,Jeanne,Shaheen,@SenatorShaheen,,@JeanneShaheen,,506 Hart Senate Office Building Washington DC 20510,S001181,Class II,https://www.shaheen.senate.gov/contact/contact-jeanne,Jeanne,,Shaheen (D-NH),D,(202) 224-2841,NH,http://www.shaheen.senate.gov,Jeanne Shaheen,NH,Concord,@SenatorShaheen,Sen. Jeanne Shaheen,http://pbs.twimg.com/profile_images/743472529445109760/Q05EXt9M_normal.jpg,19:34:53,Proud Granite Stater serving New Hampshire in the US Senate. Former Governor. Mother & Grandmother. Frequent Flyer. Pats & Red Sox Fan. Outdoor enthusiast.,https://twitter.com/i/web/status/896454964830195713,"Very concerned about the violence in Charlottesville. There is no room for hatred, racism and violence in America.",TRUE,Official,2017-08-12 19:34:53,2017-08-12,"Concord, NH"
Alabama,Richard Shelby,Richard,Shelby,@SenShelby,,,RichardShelby,304 Russell Senate Office Building Washington DC 20510,S000320,Class III,https://www.shelby.senate.gov/public/index.cfm/emailsenatorshelby,Richard,,Shelby (R-AL),R,(202) 224-5744,AL,http://www.shelby.senate.gov/,Richard Shelby,AL,Montgomery,,,,,,,,,,,,
Michigan,Debbie Stabenow,Debbie,Stabenow,@SenStabenow,@stabenow,@TeamStabenow,,731 Hart Senate Office Building Washington DC 20510,S000770,Class I,https://www.stabenow.senate.gov/contact,Debbie,,Stabenow (D-MI),D,(202) 224-4822,MI,http://www.stabenow.senate.gov/,Debbie Stabenow,MI,Lansing,@SenStabenow,Sen. Debbie Stabenow,http://pbs.twimg.com/profile_images/735149032096604161/co-FGACV_normal.jpg,20:15:02,Representing the people from the Great State of Michigan in the United States Senate,https://twitter.com/i/web/status/896465070493970437,The violence in #Charlottesville is horrifying and does not represent who we are as Americans. We stand united against racism and hatred.,TRUE,Official,2017-08-12 20:15:02,2017-08-12,"Lansing, MI"
Alabama,Luther Strange,Luther,Strange,@lutherstrange,,,,326 Russell Senate Office Building Washington DC 20510,S001202,Class II,https://www.strange.senate.gov/content/contact-senator,Luther,,Strange (R-AL),R,(202) 224-4124,AL,https://www.strange.senate.gov/,Luther Strange,AL,Montgomery,@lutherstrange,Luther Strange,http://pbs.twimg.com/profile_images/889910998651600896/J8_Yde7x_normal.jpg,20:44:15,U.S. Senator for Alabama. Husband. Father. Constitutional Conservative. #tcot #ruleoflaw,https://twitter.com/i/web/status/896472421540052993,I am deeply saddened by what I saw in Charlottesville today. The violence and despicable attacks are inexcusable.,TRUE,Official,2017-08-12 20:44:15,2017-08-12,"Montgomery, AL"
Alaska,Dan Sullivan,Dan,Sullivan,@SenDanSullivan,,@DanSullivan2014,DanSullivanforAlaska,702 Hart Senate Office Building Washington DC 20510,S001198,Class II,https://www.sullivan.senate.gov/contact/email,Dan,,Sullivan (R-AK),R,(202) 224-3004,AK,http://www.sullivan.senate.gov,Dan Sullivan,AK,Juneau,@SenDanSullivan,SenDanSullivan,http://pbs.twimg.com/profile_images/553674509639618560/XOdVwVGN_normal.png,20:08:08,Official twitter account for U.S. Senator Dan Sullivan.  Proudly serving the state of Alaska.,https://twitter.com/i/web/status/896463330893742080,What's going on in #Charlottesville is deeply troubling. We should never tolerate hatred &amp; bigotry.,TRUE,Official,2017-08-12 20:08:08,2017-08-12,"Juneau, AK"
Montana,Jon Tester,Jon,Tester,@SenatorTester,,@jontester,,311 Hart Senate Office Building Washington DC 20510,T000464,Class I,https://www.tester.senate.gov/?p=email_senator,Jon,,Tester (D-MT),D,(202) 224-2644,MT,http://www.tester.senate.gov/,Jon Tester,MT,Helena,@jontester,Jon Tester,http://pbs.twimg.com/profile_images/1879706550/20120307-TwitterProfPic_normal.jpg,18:35:30,"Senate campaign of Jon Tester - dirt farmer & Montana Senator from Big Sandy - RTs, Replies & Follows ≠ Endorsement",https://twitter.com/i/web/status/896802407518097409,"I condemn the hatred, bigotry, and violence in Charlottesville. Racism and hate have no place in America.",TRUE,Other/Campaign,2017-08-13 18:35:30,2017-08-13,"Helena, MT"
Montana,Jon Tester,Jon,Tester,@SenatorTester,,@jontester,,311 Hart Senate Office Building Washington DC 20510,T000464,Class I,https://www.tester.senate.gov/?p=email_senator,Jon,,Tester (D-MT),D,(202) 224-2644,MT,http://www.tester.senate.gov/,Jon Tester,MT,Helena,@SenatorTester,Senator Jon Tester,http://pbs.twimg.com/profile_images/843961388187967488/-UJY-klQ_normal.jpg,20:02:02,Third-generation Montana farmer. Proud grandfather. Former school teacher. Flattop icon. Trumpet player. Montana's senior Senator.,https://twitter.com/i/web/status/896461797565190144,Including the VA Clinic in Missoula! Proud to have our third bipartisan veterans bill signed into law! #mtpol https://t.co/5YzTbNIQwG,TRUE,Official,2017-08-12 20:02:02,2017-08-12,"Helena, MT"
Montana,Jon Tester,Jon,Tester,@SenatorTester,,@jontester,,311 Hart Senate Office Building Washington DC 20510,T000464,Class I,https://www.tester.senate.gov/?p=email_senator,Jon,,Tester (D-MT),D,(202) 224-2644,MT,http://www.tester.senate.gov/,Jon Tester,MT,Helena,@SenatorTester,Senator Jon Tester,http://pbs.twimg.com/profile_images/843961388187967488/-UJY-klQ_normal.jpg,19:04:22,Third-generation Montana farmer. Proud grandfather. Former school teacher. Flattop icon. Trumpet player. Montana's senior Senator.,https://twitter.com/i/web/status/896447285135122433,This bill strengthens VA care &amp; helps fix #Veterans Choice—proud to have it be my 4th 📜🖊→ law this Congress! #mtpol… https://t.co/LkeoaIpLdc,TRUE,Official,2017-08-12 19:04:22,2017-08-12,"Helena, MT"
Montana,Jon Tester,Jon,Tester,@SenatorTester,,@jontester,,311 Hart Senate Office Building Washington DC 20510,T000464,Class I,https://www.tester.senate.gov/?p=email_senator,Jon,,Tester (D-MT),D,(202) 224-2644,MT,http://www.tester.senate.gov/,Jon Tester,MT,Helena,@SenatorTester,Senator Jon Tester,http://pbs.twimg.com/profile_images/843961388187967488/-UJY-klQ_normal.jpg,19:28:34,Third-generation Montana farmer. Proud grandfather. Former school teacher. Flattop icon. Trumpet player. Montana's senior Senator.,https://twitter.com/i/web/status/896453376317247489,This will bill strengthen @DeptVetAffairs &amp; expand the VA Clinic in Missoula—proud to see it signed into law! #mtpol https://t.co/ZBC1wBm9TE,TRUE,Official,2017-08-12 19:28:34,2017-08-12,"Helena, MT"
South Dakota,John Thune,John,Thune,@SenJohnThune,,@johnthune,,511 Dirksen Senate Office Building Washington DC 20510,T000250,Class III,http://www.thune.senate.gov/public/index.cfm/contact,John,,Thune (R-SD),R,(202) 224-2321,SD,http://www.thune.senate.gov/,John Thune,SD,Pierre,@SenJohnThune,Senator John Thune,http://pbs.twimg.com/profile_images/1347910653/JRTTwitterProfile_normal.jpg,18:20:56,"U.S. Senator John Thune, South Dakota. Chairman of @SenateGOP & @SenateCommerce. Father. Husband. Avid Outdoorsman. Sports Fan.",https://twitter.com/i/web/status/896436353768017920,RT @SenateMajLdr: The hate and bigotry witnessed in #Charlottesville does not reflect American values. I wholeheartedly oppose their action…,TRUE,Official,2017-08-12 18:20:56,2017-08-12,"Pierre, SD"
South Dakota,John Thune,John,Thune,@SenJohnThune,,@johnthune,,511 Dirksen Senate Office Building Washington DC 20510,T000250,Class III,http://www.thune.senate.gov/public/index.cfm/contact,John,,Thune (R-SD),R,(202) 224-2321,SD,http://www.thune.senate.gov/,John Thune,SD,Pierre,@SenJohnThune,Senator John Thune,http://pbs.twimg.com/profile_images/1347910653/JRTTwitterProfile_normal.jpg,19:15:07,"U.S. Senator John Thune, South Dakota. Chairman of @SenateGOP & @SenateCommerce. Father. Husband. Avid Outdoorsman. Sports Fan.",https://twitter.com/i/web/status/896449990264074242,The hate and bigotry occurring in #Charlottesville is disgusting and unnacceptable to the American people. America is better than this.,TRUE,Official,2017-08-12 19:15:07,2017-08-12,"Pierre, SD"
North Carolina,Thom Tillis,Thom,Tillis,@SenThomTillis,,@ThomTillis,,185 Dirksen Senate Office Building Washington DC 20510,T000476,Class II,https://www.tillis.senate.gov/public/index.cfm/email-me,Thom,,Tillis (R-NC),R,(202) 224-6342,NC,http://www.tillis.senate.gov,Thom Tillis,NC,Raleigh,@SenThomTillis,Senator Thom Tillis,http://pbs.twimg.com/profile_images/748878588896768000/sjSP8Rlt_normal.jpg,22:52:13,Official Twitter account of North Carolina U.S. Senator Thom Tillis.,https://twitter.com/i/web/status/896504624667963392,"RT @SenatorTimScott: We must ALL condemn domestic terror&amp;stand together against racism, hate and evils that if left unchecked will tear us…",TRUE,Official,2017-08-12 22:52:13,2017-08-12,"Raleigh, NC"
North Carolina,Thom Tillis,Thom,Tillis,@SenThomTillis,,@ThomTillis,,185 Dirksen Senate Office Building Washington DC 20510,T000476,Class II,https://www.tillis.senate.gov/public/index.cfm/email-me,Thom,,Tillis (R-NC),R,(202) 224-6342,NC,http://www.tillis.senate.gov,Thom Tillis,NC,Raleigh,@SenThomTillis,Senator Thom Tillis,http://pbs.twimg.com/profile_images/748878588896768000/sjSP8Rlt_normal.jpg,19:04:05,Official Twitter account of North Carolina U.S. Senator Thom Tillis.,https://twitter.com/i/web/status/896447214490443776,"The hate, bigotry and violence on display in #Charlottesville is despicable and represents the complete opposite of what America stands for.",TRUE,Official,2017-08-12 19:04:05,2017-08-12,"Raleigh, NC"
Pennsylvania,Pat Toomey,Pat,Toomey,@SenToomey,,@ToomeyForSenate,,248 Russell Senate Office Building Washington DC 20510,T000461,Class III,https://www.toomey.senate.gov/?p=contact,Patrick,,Toomey (R-PA),R,(202) 224-4254,PA,http://www.toomey.senate.gov/,Patrick Toomey,PA,Harrisburg,@SenToomey,Senator Pat Toomey,http://pbs.twimg.com/profile_images/574930402214727683/gDu5VqMP_normal.jpeg,20:50:37,Official Twitter account for Pat Toomey. Husband. Father. U.S. Senator for Pennsylvania.,https://twitter.com/i/web/status/896474023789559811,"The racism, hate and violence seen in #Charlottesville are vile and unacceptable.",TRUE,Official,2017-08-12 20:50:37,2017-08-12,"Harrisburg, PA"
New Mexico,Tom Udall,Tom,Udall,@SenatorTomUdall,@TomUdallPress,@tomudall,,531 Hart Senate Office Building Washington DC 20510,U000039,Class II,https://www.tomudall.senate.gov/?p=contact,Tom,,Udall (D-NM),D,(202) 224-6621,NM,http://www.tomudall.senate.gov,Tom Udall,NM,Santa Fe,@SenatorTomUdall,Tom Udall,http://pbs.twimg.com/profile_images/847475846944182272/HKMEaecM_normal.jpg,19:37:48,United States Senator from New Mexico.,https://twitter.com/i/web/status/896455700125233156,The Charlottesville march goes against the values Americans hold dear. We all must stand against the destructive forces of racism and hatred,TRUE,Official,2017-08-12 19:37:48,2017-08-12,"Santa Fe, NM"
New Mexico,Tom Udall,Tom,Udall,@SenatorTomUdall,@TomUdallPress,@tomudall,,531 Hart Senate Office Building Washington DC 20510,U000039,Class II,https://www.tomudall.senate.gov/?p=contact,Tom,,Udall (D-NM),D,(202) 224-6621,NM,http://www.tomudall.senate.gov,Tom Udall,NM,Santa Fe,@SenatorTomUdall,Tom Udall,http://pbs.twimg.com/profile_images/847475846944182272/HKMEaecM_normal.jpg,19:59:00,United States Senator from New Mexico.,https://twitter.com/i/web/status/897185807974502400,We can't ignore that the #Charlottesville white nationalists cited POTUS' words: “take back America.” Remember—America belongs to us all.,TRUE,Official,2017-08-14 19:59:00,2017-08-14,"Santa Fe, NM"
New Mexico,Tom Udall,Tom,Udall,@SenatorTomUdall,@TomUdallPress,@tomudall,,531 Hart Senate Office Building Washington DC 20510,U000039,Class II,https://www.tomudall.senate.gov/?p=contact,Tom,,Udall (D-NM),D,(202) 224-6621,NM,http://www.tomudall.senate.gov,Tom Udall,NM,Santa Fe,@SenatorTomUdall,Tom Udall,http://pbs.twimg.com/profile_images/847475846944182272/HKMEaecM_normal.jpg,20:00:28,United States Senator from New Mexico.,https://twitter.com/i/web/status/897186179866644481,We must honor the memory of those killed in #Charlottesville by showing we will not condone the ugly forces of white supremacy and hatred.,TRUE,Official,2017-08-14 20:00:28,2017-08-14,"Santa Fe, NM"
Maryland,Chris Van Hollen,Chris,Van Hollen,@ChrisVanHollen,,@VanHollenForMD,VanHollenForMD,110 Hart Senate Office Building Washington DC 20510,V000128,Class III,https://www.vanhollen.senate.gov/content/contact-senator,Chris,,Van Hollen (D-MD),D,(202) 224-4654,MD,http://www.vanhollen.senate.gov,Chris Van Hollen,MD,Annapolis,@ChrisVanHollen,Chris Van Hollen,http://pbs.twimg.com/profile_images/885703565632827393/-w26lu40_normal.jpg,21:46:21,U.S. Senator for Maryland,https://twitter.com/i/web/status/896488049437179904,"Hate kills—no ambiguity. We must speak out against racism, neo-nazism and white supremacy wherever it raises its ugly head. #Charlottesville",TRUE,Official,2017-08-12 21:46:21,2017-08-12,"Annapolis, MD"
Maryland,Chris Van Hollen,Chris,Van Hollen,@ChrisVanHollen,,@VanHollenForMD,VanHollenForMD,110 Hart Senate Office Building Washington DC 20510,V000128,Class III,https://www.vanhollen.senate.gov/content/contact-senator,Chris,,Van Hollen (D-MD),D,(202) 224-4654,MD,http://www.vanhollen.senate.gov,Chris Van Hollen,MD,Annapolis,@ChrisVanHollen,Chris Van Hollen,http://pbs.twimg.com/profile_images/885703565632827393/-w26lu40_normal.jpg,23:47:41,U.S. Senator for Maryland,https://twitter.com/i/web/status/897243359269597184,"Nothing ""fake"" about the fact that it took President Trump 48 hours to call out real evil in Charlottesville. https://t.co/SrQLYa5rZY",TRUE,Official,2017-08-14 23:47:41,2017-08-14,"Annapolis, MD"
Virginia,Mark Warner,Mark,Warner,@MarkWarner,,@MarkWarnerVA,,703 Hart Senate Office Building Washington DC 20510,W000805,Class II,http://www.warner.senate.gov/public/index.cfm?p=Contact,Mark,,Warner (D-VA),D,(202) 224-2023,VA,http://www.warner.senate.gov,Mark Warner,VA,Richmond,@MarkWarner,Mark Warner,http://pbs.twimg.com/profile_images/789477663178125313/KB4inkXb_normal.jpg,15:36:28,"Senior U.S. Senator, Va. Vice Chairman, Intel Committee. Previous: Serial entrepreneur, business guy, His Excellency the 69th Governor of the Commonwealth of Va",https://twitter.com/i/web/status/897119740958789633,"As I'm traveling through Virginia today, I'm thinking of Heather Heyer, victim of white supremacist terrorism in… https://t.co/AUoFP1GKFO",TRUE,Official,2017-08-14 15:36:28,2017-08-14,"Richmond, VA"
Virginia,Mark Warner,Mark,Warner,@MarkWarner,,@MarkWarnerVA,,703 Hart Senate Office Building Washington DC 20510,W000805,Class II,http://www.warner.senate.gov/public/index.cfm?p=Contact,Mark,,Warner (D-VA),D,(202) 224-2023,VA,http://www.warner.senate.gov,Mark Warner,VA,Richmond,@MarkWarner,Mark Warner,http://pbs.twimg.com/profile_images/789477663178125313/KB4inkXb_normal.jpg,15:00:24,"Senior U.S. Senator, Va. Vice Chairman, Intel Committee. Previous: Serial entrepreneur, business guy, His Excellency the 69th Governor of the Commonwealth of Va",https://twitter.com/i/web/status/897110664489164800,"RT @HAZON_Solutions: Looking forward to joining @MarkWarner tomorrow at @MECCVa!  #VirginiaIsForDrones 
https://t.co/ATI1FiuJA2",TRUE,Official,2017-08-14 15:00:24,2017-08-14,"Richmond, VA"
Virginia,Mark Warner,Mark,Warner,@MarkWarner,,@MarkWarnerVA,,703 Hart Senate Office Building Washington DC 20510,W000805,Class II,http://www.warner.senate.gov/public/index.cfm?p=Contact,Mark,,Warner (D-VA),D,(202) 224-2023,VA,http://www.warner.senate.gov,Mark Warner,VA,Richmond,@MarkWarner,Mark Warner,http://pbs.twimg.com/profile_images/789477663178125313/KB4inkXb_normal.jpg,21:26:43,"Senior U.S. Senator, Va. Vice Chairman, Intel Committee. Previous: Serial entrepreneur, business guy, His Excellency the 69th Governor of the Commonwealth of Va",https://twitter.com/i/web/status/896483109687963649,Statement on the violence in #Charlottesville https://t.co/Z36aaDFTsP,TRUE,Official,2017-08-12 21:26:43,2017-08-12,"Richmond, VA"
Virginia,Mark Warner,Mark,Warner,@MarkWarner,,@MarkWarnerVA,,703 Hart Senate Office Building Washington DC 20510,W000805,Class II,http://www.warner.senate.gov/public/index.cfm?p=Contact,Mark,,Warner (D-VA),D,(202) 224-2023,VA,http://www.warner.senate.gov,Mark Warner,VA,Richmond,@MarkWarner,Mark Warner,http://pbs.twimg.com/profile_images/789477663178125313/KB4inkXb_normal.jpg,21:53:59,"Senior U.S. Senator, Va. Vice Chairman, Intel Committee. Previous: Serial entrepreneur, business guy, His Excellency the 69th Governor of the Commonwealth of Va",https://twitter.com/i/web/status/896127580369108992,To the white nationalists descending on Charlottesville: go back to where you came from. Hate has no place in Va. https://t.co/N20CRZ3Fr4,TRUE,Official,2017-08-11 21:53:59,2017-08-11,"Richmond, VA"
Massachusetts,Elizabeth Warren,Elizabeth,Warren,@SenWarren,,@elizabethforma,,317 Hart Senate Office Building Washington DC 20510,W000817,Class I,https://www.warren.senate.gov/?p=email_senator,Elizabeth,,Warren (D-MA),D,(202) 224-4543,MA,http://www.warren.senate.gov,Elizabeth Warren,MA,Boston,@SenWarren,Elizabeth Warren,http://pbs.twimg.com/profile_images/722044174799777792/bXaodRhx_normal.jpg,14:43:59,Official twitter account of Senator Elizabeth Warren of Massachusetts.,https://twitter.com/i/web/status/896381755032317952,"Racism, bigotry &amp; hate are wrong - in Charlottesville &amp; anywhere else in this country. We should be a better people than that.",TRUE,Official,2017-08-12 14:43:59,2017-08-12,"Boston, MA"
Rhode Island,Sheldon Whitehouse,Sheldon,Whitehouse,@SenWhitehouse,,@SheldonforRI,,530 Hart Senate Office Building Washington DC 20510,W000802,Class I,https://www.whitehouse.senate.gov/contact/email-sheldon,Sheldon,,Whitehouse (D-RI),D,(202) 224-2921,RI,http://www.whitehouse.senate.gov/,Sheldon Whitehouse,RI,Providence,@SenWhitehouse,Sheldon Whitehouse,http://pbs.twimg.com/profile_images/378800000051321410/55ff7ed4f6264c8eec19a81a66be6bb0_normal.png,1:08:43,"U.S. Senator from Rhode Island, the Ocean State.",https://twitter.com/i/web/status/896901365850624001,RI stands with #Charlottesville in condemning acts of violence and hatred. It is not who we are. @ResistHateRI https://t.co/epuJVL9jqe,TRUE,Official,2017-08-14 1:08:43,2017-08-14,"Providence, RI"
Rhode Island,Sheldon Whitehouse,Sheldon,Whitehouse,@SenWhitehouse,,@SheldonforRI,,530 Hart Senate Office Building Washington DC 20510,W000802,Class I,https://www.whitehouse.senate.gov/contact/email-sheldon,Sheldon,,Whitehouse (D-RI),D,(202) 224-2921,RI,http://www.whitehouse.senate.gov/,Sheldon Whitehouse,RI,Providence,@SenWhitehouse,Sheldon Whitehouse,http://pbs.twimg.com/profile_images/378800000051321410/55ff7ed4f6264c8eec19a81a66be6bb0_normal.png,18:45:45,"U.S. Senator from Rhode Island, the Ocean State.",https://twitter.com/i/web/status/896442601397735424,The hatred and violence we are seeing in #Charlottesville is shameful. Our unity will overcome this bigotry.,TRUE,Official,2017-08-12 18:45:45,2017-08-12,"Providence, RI"
Mississippi,Roger Wicker,Roger,Wicker,@SenatorWicker,,@RogerWicker,,555 Dirksen Senate Office Building Washington DC 20510,W000437,Class I,https://www.wicker.senate.gov/public/index.cfm/contact,Roger,,Wicker (R-MS),R,(202) 224-6253,MS,http://www.wicker.senate.gov,Roger Wicker,MS,Jackson,,,,,,,,,,,,
Oregon,Ron Wyden,Ron,Wyden,@RonWyden,@WydenPress,@WydenForOregon,,221 Dirksen Senate Office Building Washington DC 20510,W000779,Class III,https://www.wyden.senate.gov/contact/,Ron,,Wyden (D-OR),D,(202) 224-5244,OR,http://www.wyden.senate.gov/,Ron Wyden,OR,Salem,@RonWyden,Ron Wyden,http://pbs.twimg.com/profile_images/847448688448294912/zobeO8dK_normal.jpg,21:59:44,U.S. Senator from Oregon. @SenateFinance Ranking Member. Follow @WydenPress for updates from my staff. Instagram: https://t.co/a6CyBjcD79,https://twitter.com/i/web/status/896491418914574338,What happened in Charlottesville is domestic terrorism. The President's words only serve to offer cover for heinous acts.,TRUE,Official,2017-08-12 21:59:44,2017-08-12,"Salem, OR"
Indiana,Todd Young,Todd,Young,@SenToddYoung,,@ToddYoungIN,ToddYoungIndiana,400 Russell Senate Office Building Washington DC,Y000064,Class III,https://www.young.senate.gov/contact,Todd,,Young (R-IN),R,(202) 224-5623,IN,http://www.young.senate.gov,Todd Young,IN,Indianapolis,@SenToddYoung,Senator Todd Young,http://pbs.twimg.com/profile_images/839534166727360514/sm9KrCLP_normal.jpg,17:19:35,I proudly serve Hoosier families in the U.S. Senate. Contact my office at (202) 224-5623 for assistance. You can also visit our website for additional info.,https://twitter.com/i/web/status/896420914031669248,The love &amp; compassion I see from Hoosiers daily is stronger than the fringe hatred on display in #Charlottesville. The former will prevail.,TRUE,Official,2017-08-12 17:19:35,2017-08-12,"Indianapolis, IN"
